"id","idade","altura","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"7323",7323,41,1.59,58.64,23.2,"F","PósDoc","Biológicas","sim",1,3364.34,0,2
"7324",7324,34,1.49,54.41,24.51,"F","PósDoc","Humanas","sim",1,2940.6,3,0
"7325",7325,30,1.42,51.99,25.78,"M","PósDoc","Biológicas","não",0,2699.49,0,2
"7326",7326,42,1.6,59.09,23.08,"F","2º Grau","Humanas","sim",1,3408.59,1,0
"7327",7327,33,1.47,53.61,24.81,"F","Doutorado","Exatas","não",0,2861.15,2,1
"7328",7328,39,1.56,57.41,23.59,"M","Doutorado","Biológicas","não",0,3240.83,0,2
"7329",7329,24,1.34,48.69,27.12,"F","Doutorado","Humanas","sim",1,2369.15,0,0
"7330",7330,28,1.41,51.23,25.77,"M","PósDoc","Biológicas","não",0,2623.37,2,2
"7331",7331,41,1.58,58.38,23.39,"M","2º Grau","Humanas","sim",1,3337.8,3,0
"7332",7332,35,1.5,55.05,24.47,"M","1º Grau","Exatas","não",0,3005.16,3,1
"7333",7333,37,1.52,55.92,24.2,"M","PósDoc","Humanas","não",0,3091.7,2,0
"7334",7334,30,1.43,52.04,25.45,"F","1º Grau","Biológicas","sim",1,2704.43,0,2
"7335",7335,45,1.64,60.6,22.53,"F","Mestrado","Biológicas","não",0,3560.37,2,2
"7336",7336,19,1.28,46.13,28.16,"F","Mestrado","Biológicas","não",0,2112.51,1,2
"7337",7337,25,1.36,49.31,26.66,"M","Doutorado","Humanas","não",0,2430.91,3,0
"7338",7338,39,1.56,57.43,23.6,"M","2º Grau","Exatas","não",0,3242.51,3,1
"7339",7339,36,1.52,55.68,24.1,"F","PósDoc","Biológicas","sim",1,3068.2,3,2
"7340",7340,42,1.6,59.12,23.09,"M","Mestrado","Humanas","não",0,3412.12,1,0
"7341",7341,26,1.37,49.89,26.58,"M","2º Grau","Exatas","não",0,2489.28,3,1
"7342",7342,27,1.39,50.44,26.11,"M","Analfabeto","Biológicas","sim",1,2544.31,1,2
"7343",7343,39,1.56,57.57,23.66,"F","2º Grau","Exatas","não",0,3256.95,2,1
"7344",7344,33,1.47,53.82,24.91,"M","Analfabeto","Exatas","não",0,2881.9,1,1
"7345",7345,32,1.46,53.45,25.08,"M","PósDoc","Exatas","não",0,2844.65,0,1
"7346",7346,32,1.46,53.32,25.01,"F","3º Grau","Humanas","sim",1,2832.38,3,0
"7347",7347,25,1.36,49.22,26.61,"M","Mestrado","Humanas","não",0,2422.11,2,0
"7348",7348,39,1.56,57.43,23.6,"F","1º Grau","Exatas","não",0,3243.03,0,1
"7349",7349,28,1.4,51.09,26.07,"M","Analfabeto","Biológicas","sim",1,2609.05,0,2
"7350",7350,39,1.55,57.04,23.74,"M","2º Grau","Humanas","não",0,3204.49,2,0
"7351",7351,41,1.59,58.69,23.22,"M","Mestrado","Exatas","sim",1,3368.78,3,1
"7352",7352,23,1.32,47.86,27.47,"F","Analfabeto","Exatas","sim",1,2285.82,3,1
"7353",7353,31,1.45,52.88,25.15,"M","1º Grau","Humanas","não",0,2788.35,3,0
"7354",7354,42,1.6,59.03,23.06,"F","Analfabeto","Biológicas","não",0,3402.83,0,2
"7355",7355,43,1.62,59.71,22.75,"M","Doutorado","Humanas","não",0,3470.57,3,0
"7356",7356,45,1.64,60.48,22.49,"F","3º Grau","Exatas","não",0,3548.1,1,1
"7357",7357,34,1.48,54.38,24.83,"F","Doutorado","Humanas","não",0,2938.47,1,0
"7358",7358,30,1.43,52.38,25.61,"F","Doutorado","Humanas","não",0,2738.18,2,0
"7359",7359,47,1.66,61.57,22.34,"M","Analfabeto","Biológicas","sim",1,3657.39,0,2
"7360",7360,22,1.32,47.6,27.32,"M","3º Grau","Biológicas","sim",1,2260.31,0,2
"7361",7361,37,1.52,55.96,24.22,"M","3º Grau","Humanas","não",0,3096.25,3,0
"7362",7362,35,1.5,55.12,24.5,"F","Mestrado","Exatas","não",0,3012.27,0,1
"7363",7363,51,1.73,64.11,21.42,"F","Doutorado","Humanas","não",0,3910.63,1,0
"7364",7364,36,1.51,55.41,24.3,"M","Mestrado","Humanas","não",0,3041.2,3,0
"7365",7365,30,1.43,52.35,25.6,"F","PósDoc","Humanas","não",0,2734.95,1,0
"7366",7366,34,1.48,54.37,24.82,"F","3º Grau","Exatas","não",0,2936.96,3,1
"7367",7367,34,1.49,54.66,24.62,"F","Mestrado","Humanas","não",0,2965.63,3,0
"7368",7368,40,1.57,57.9,23.49,"F","Doutorado","Biológicas","não",0,3290.11,1,2
"7369",7369,37,1.52,55.93,24.21,"F","1º Grau","Humanas","não",0,3093.17,2,0
"7370",7370,26,1.37,49.96,26.62,"F","PósDoc","Exatas","não",0,2495.65,0,1
"7371",7371,35,1.49,54.76,24.67,"F","PósDoc","Biológicas","sim",1,2976.24,2,2
"7372",7372,42,1.6,59.16,23.11,"M","Analfabeto","Biológicas","não",0,3416.02,3,2
"7373",7373,36,1.52,55.77,24.14,"M","Analfabeto","Biológicas","sim",1,3076.57,1,2
"7374",7374,33,1.47,53.89,24.94,"M","Analfabeto","Exatas","sim",1,2888.78,0,1
"7375",7375,38,1.54,56.53,23.84,"F","3º Grau","Humanas","sim",1,3152.96,1,0
"7376",7376,27,1.39,50.42,26.1,"F","Mestrado","Biológicas","sim",1,2542.18,2,2
"7377",7377,33,1.47,53.88,24.93,"F","Doutorado","Exatas","não",0,2888.4,1,1
"7378",7378,43,1.61,59.45,22.94,"F","Doutorado","Humanas","não",0,3445.35,3,0
"7379",7379,44,1.62,59.86,22.81,"F","Doutorado","Humanas","não",0,3486.47,2,0
"7380",7380,27,1.38,50.29,26.41,"F","3º Grau","Biológicas","não",0,2529.1,1,2
"7381",7381,45,1.64,60.77,22.59,"M","3º Grau","Exatas","sim",1,3576.66,1,1
"7382",7382,29,1.42,51.71,25.64,"F","PósDoc","Biológicas","não",0,2671.15,0,2
"7383",7383,42,1.59,58.72,23.23,"F","Analfabeto","Humanas","sim",1,3372.08,2,0
"7384",7384,13,1.18,42.31,30.39,"M","Mestrado","Humanas","sim",1,1731.29,1,0
"7385",7385,24,1.34,48.63,27.08,"F","Mestrado","Exatas","não",0,2363.37,0,1
"7386",7386,37,1.53,56.27,24.04,"F","1º Grau","Exatas","sim",1,3127.11,0,1
"7387",7387,36,1.51,55.39,24.29,"M","Mestrado","Humanas","não",0,3039.29,0,0
"7388",7388,35,1.5,55.06,24.47,"M","PósDoc","Humanas","não",0,3005.57,1,0
"7389",7389,39,1.56,57.54,23.64,"F","2º Grau","Biológicas","não",0,3253.8,0,2
"7390",7390,38,1.54,56.49,23.82,"M","PósDoc","Humanas","não",0,3149.19,2,0
"7391",7391,27,1.38,50.19,26.35,"M","PósDoc","Humanas","não",0,2518.96,2,0
"7392",7392,42,1.6,59.03,23.06,"F","2º Grau","Exatas","sim",1,3403.46,0,1
"7393",7393,35,1.5,54.81,24.36,"M","PósDoc","Humanas","não",0,2981.2,1,0
"7394",7394,32,1.45,53.17,25.29,"M","1º Grau","Humanas","não",0,2817.08,3,0
"7395",7395,40,1.58,58.04,23.25,"F","Mestrado","Exatas","sim",1,3303.92,1,1
"7396",7396,33,1.47,53.91,24.95,"M","PósDoc","Exatas","não",0,2890.81,3,1
"7397",7397,48,1.69,62.63,21.93,"M","3º Grau","Humanas","não",0,3762.64,3,0
"7398",7398,44,1.62,59.95,22.84,"F","Doutorado","Exatas","não",0,3494.92,0,1
"7399",7399,38,1.54,56.68,23.9,"F","3º Grau","Exatas","sim",1,3168.44,2,1
"7400",7400,30,1.43,52.12,25.49,"M","1º Grau","Biológicas","sim",1,2711.56,2,2
"7401",7401,37,1.53,56.04,23.94,"M","PósDoc","Exatas","não",0,3103.84,1,1
"7402",7402,33,1.48,54.05,24.68,"F","3º Grau","Humanas","sim",1,2904.52,2,0
"7403",7403,39,1.56,57.5,23.63,"M","3º Grau","Biológicas","não",0,3249.83,3,2
"7404",7404,37,1.52,55.95,24.22,"F","3º Grau","Biológicas","não",0,3094.96,1,2
"7405",7405,46,1.66,61.27,22.23,"M","2º Grau","Exatas","não",0,3627.15,1,1
"7406",7406,27,1.39,50.47,26.12,"F","Analfabeto","Humanas","sim",1,2547.5,0,0
"7407",7407,30,1.43,52.23,25.54,"M","PósDoc","Humanas","não",0,2722.68,0,0
"7408",7408,43,1.61,59.55,22.97,"M","Doutorado","Biológicas","não",0,3455.17,0,2
"7409",7409,48,1.69,62.48,21.88,"F","Doutorado","Humanas","não",0,3747.88,3,0
"7410",7410,52,1.74,64.48,21.3,"F","1º Grau","Humanas","sim",1,3947.69,0,0
"7411",7411,35,1.5,55,24.44,"F","2º Grau","Humanas","não",0,3000.39,1,0
"7412",7412,38,1.55,56.98,23.72,"F","Analfabeto","Exatas","sim",1,3198.38,0,1
"7413",7413,37,1.52,55.98,24.23,"F","2º Grau","Exatas","não",0,3097.76,3,1
"7414",7414,32,1.45,53.1,25.26,"F","Mestrado","Biológicas","sim",1,2809.53,3,2
"7415",7415,44,1.63,60.18,22.65,"M","Analfabeto","Biológicas","não",0,3517.68,1,2
"7416",7416,34,1.49,54.68,24.63,"M","2º Grau","Humanas","sim",1,2968.39,3,0
"7417",7417,39,1.55,57.1,23.77,"F","3º Grau","Biológicas","não",0,3209.69,2,2
"7418",7418,36,1.52,55.61,24.07,"M","Analfabeto","Biológicas","não",0,3060.99,3,2
"7419",7419,38,1.55,56.99,23.72,"F","3º Grau","Exatas","não",0,3198.8,1,1
"7420",7420,31,1.44,52.55,25.34,"M","Mestrado","Humanas","não",0,2754.61,2,0
"7421",7421,39,1.56,57.24,23.52,"M","PósDoc","Humanas","não",0,3223.95,1,0
"7422",7422,34,1.49,54.55,24.57,"M","1º Grau","Biológicas","não",0,2955.45,3,2
"7423",7423,39,1.56,57.22,23.51,"M","3º Grau","Exatas","sim",1,3221.52,2,1
"7424",7424,34,1.48,54.39,24.83,"F","PósDoc","Exatas","não",0,2939.45,3,1
"7425",7425,24,1.34,48.68,27.11,"F","PósDoc","Exatas","não",0,2367.67,0,1
"7426",7426,33,1.47,53.8,24.9,"F","Doutorado","Exatas","não",0,2880.46,3,1
"7427",7427,36,1.52,55.81,24.16,"F","Analfabeto","Biológicas","não",0,3081.36,0,2
"7428",7428,31,1.44,52.76,25.44,"M","2º Grau","Exatas","não",0,2776.29,2,1
"7429",7429,35,1.5,55.19,24.53,"M","PósDoc","Humanas","sim",1,3019.37,2,0
"7430",7430,27,1.38,50.39,26.46,"F","Doutorado","Biológicas","não",0,2538.87,0,2
"7431",7431,32,1.45,53.1,25.26,"F","Mestrado","Biológicas","não",0,2810.39,3,2
"7432",7432,24,1.35,48.84,26.8,"M","2º Grau","Humanas","não",0,2384.49,3,0
"7433",7433,29,1.41,51.29,25.8,"M","2º Grau","Humanas","sim",1,2629.03,0,0
"7434",7434,37,1.53,56.18,24,"F","PósDoc","Biológicas","não",0,3118.17,3,2
"7435",7435,37,1.54,56.41,23.79,"M","Analfabeto","Biológicas","não",0,3141.13,2,2
"7436",7436,42,1.6,59.15,23.11,"F","2º Grau","Humanas","não",0,3414.98,0,0
"7437",7437,38,1.54,56.77,23.94,"F","1º Grau","Humanas","não",0,3177.23,2,0
"7438",7438,27,1.38,50.3,26.41,"F","PósDoc","Biológicas","não",0,2530.42,0,2
"7439",7439,32,1.46,53.47,25.08,"F","PósDoc","Biológicas","sim",1,2847.18,3,2
"7440",7440,26,1.37,49.98,26.63,"F","PósDoc","Humanas","sim",1,2497.58,1,0
"7441",7441,47,1.68,62.13,22.01,"F","PósDoc","Biológicas","não",0,3713.07,1,2
"7442",7442,41,1.59,58.53,23.15,"F","Analfabeto","Exatas","não",0,3352.86,1,1
"7443",7443,33,1.47,53.77,24.88,"M","3º Grau","Exatas","não",0,2877.37,1,1
"7444",7444,42,1.6,58.89,23,"M","1º Grau","Humanas","sim",1,3388.79,3,0
"7445",7445,39,1.55,57.1,23.77,"M","Analfabeto","Biológicas","não",0,3210.27,2,2
"7446",7446,25,1.36,49.24,26.62,"M","Doutorado","Humanas","não",0,2424.38,3,0
"7447",7447,40,1.57,57.98,23.52,"M","Doutorado","Exatas","não",0,3298.05,3,1
"7448",7448,39,1.56,57.39,23.58,"M","Mestrado","Exatas","sim",1,3238.97,0,1
"7449",7449,26,1.37,49.96,26.62,"M","Mestrado","Humanas","sim",1,2496.48,2,0
"7450",7450,39,1.56,57.44,23.6,"F","Mestrado","Biológicas","não",0,3243.8,3,2
"7451",7451,37,1.52,55.88,24.19,"M","Mestrado","Humanas","não",0,3087.52,0,0
"7452",7452,21,1.29,46.77,28.11,"M","3º Grau","Exatas","não",0,2176.79,0,1
"7453",7453,27,1.39,50.58,26.18,"F","Analfabeto","Exatas","não",0,2557.79,2,1
"7454",7454,42,1.59,58.72,23.23,"F","1º Grau","Biológicas","não",0,3372.48,0,2
"7455",7455,42,1.6,59.07,23.07,"M","1º Grau","Exatas","sim",1,3407.17,3,1
"7456",7456,38,1.55,56.88,23.68,"M","1º Grau","Biológicas","sim",1,3188.18,0,2
"7457",7457,37,1.53,56.31,24.05,"M","Mestrado","Exatas","não",0,3131.41,2,1
"7458",7458,22,1.32,47.73,27.39,"M","Mestrado","Humanas","sim",1,2272.63,0,0
"7459",7459,25,1.36,49.53,26.78,"M","Doutorado","Biológicas","não",0,2452.85,3,2
"7460",7460,32,1.46,53.34,25.02,"F","Doutorado","Biológicas","não",0,2834.27,2,2
"7461",7461,40,1.57,57.67,23.4,"M","3º Grau","Humanas","não",0,3267.39,0,0
"7462",7462,39,1.56,57.48,23.62,"F","1º Grau","Biológicas","não",0,3248.49,1,2
"7463",7463,32,1.46,53.43,25.07,"F","PósDoc","Biológicas","não",0,2843.34,1,2
"7464",7464,32,1.46,53.37,25.04,"F","Doutorado","Exatas","não",0,2836.89,1,1
"7465",7465,37,1.53,56.13,23.98,"M","3º Grau","Exatas","sim",1,3113.49,2,1
"7466",7466,36,1.51,55.59,24.38,"F","3º Grau","Humanas","não",0,3059.25,2,0
"7467",7467,24,1.34,48.72,27.13,"M","PósDoc","Biológicas","não",0,2372.14,1,2
"7468",7468,45,1.64,60.53,22.51,"F","Mestrado","Exatas","sim",1,3553.2,0,1
"7469",7469,29,1.41,51.54,25.92,"M","2º Grau","Biológicas","sim",1,2654.02,2,2
"7470",7470,38,1.54,56.78,23.94,"M","2º Grau","Biológicas","não",0,3177.7,2,2
"7471",7471,52,1.74,64.7,21.37,"M","Doutorado","Humanas","não",0,3970.22,2,0
"7472",7472,40,1.58,58.03,23.25,"M","PósDoc","Biológicas","não",0,3303.41,3,2
"7473",7473,31,1.44,52.68,25.41,"M","2º Grau","Humanas","não",0,2768.42,2,0
"7474",7474,39,1.55,57.01,23.73,"M","Doutorado","Exatas","não",0,3201.29,2,1
"7475",7475,24,1.34,48.51,27.02,"F","3º Grau","Humanas","não",0,2351.41,2,0
"7476",7476,28,1.39,50.75,26.27,"M","1º Grau","Exatas","não",0,2575.41,0,1
"7477",7477,34,1.48,54.3,24.79,"F","PósDoc","Exatas","não",0,2929.59,0,1
"7478",7478,21,1.29,46.75,28.09,"M","3º Grau","Biológicas","sim",1,2174.95,2,2
"7479",7479,23,1.33,48.2,27.25,"F","Analfabeto","Exatas","não",0,2319.81,3,1
"7480",7480,41,1.59,58.64,23.2,"M","Mestrado","Exatas","não",0,3364.24,3,1
"7481",7481,39,1.55,57.11,23.77,"M","Doutorado","Biológicas","sim",1,3211.03,1,2
"7482",7482,38,1.55,56.96,23.71,"M","Doutorado","Exatas","sim",1,3196.36,0,1
"7483",7483,33,1.47,53.82,24.91,"M","1º Grau","Exatas","não",0,2882.49,0,1
"7484",7484,51,1.73,64.39,21.51,"F","PósDoc","Exatas","não",0,3939.07,2,1
"7485",7485,31,1.45,52.9,25.16,"M","2º Grau","Biológicas","não",0,2789.98,2,2
"7486",7486,37,1.53,56.1,23.97,"M","Doutorado","Biológicas","não",0,3110.19,0,2
"7487",7487,33,1.47,53.76,24.88,"M","Analfabeto","Exatas","não",0,2875.6,2,1
"7488",7488,38,1.54,56.76,23.93,"M","PósDoc","Humanas","não",0,3176.28,0,0
"7489",7489,26,1.38,50.02,26.27,"M","PósDoc","Exatas","não",0,2501.71,3,1
"7490",7490,36,1.52,55.79,24.15,"F","PósDoc","Biológicas","não",0,3079.42,0,2
"7491",7491,44,1.62,59.92,22.83,"M","PósDoc","Humanas","não",0,3491.62,1,0
"7492",7492,46,1.65,61.06,22.43,"F","Mestrado","Exatas","sim",1,3605.64,1,1
"7493",7493,23,1.33,48.2,27.25,"F","2º Grau","Biológicas","não",0,2320.24,3,2
"7494",7494,40,1.57,57.86,23.47,"M","3º Grau","Humanas","não",0,3286.25,3,0
"7495",7495,34,1.48,54.3,24.79,"M","PósDoc","Humanas","sim",1,2930.36,1,0
"7496",7496,42,1.6,59.13,23.1,"F","Analfabeto","Exatas","sim",1,3413.12,3,1
"7497",7497,26,1.37,49.94,26.61,"F","3º Grau","Exatas","sim",1,2493.99,2,1
"7498",7498,18,1.25,45.02,28.81,"F","Analfabeto","Biológicas","sim",1,2002.27,0,2
"7499",7499,35,1.49,54.74,24.66,"M","Analfabeto","Biológicas","não",0,2973.81,3,2
"7500",7500,39,1.56,57.35,23.57,"F","1º Grau","Exatas","sim",1,3234.53,1,1
"7501",7501,29,1.41,51.34,25.82,"M","2º Grau","Humanas","não",0,2633.89,1,0
"7502",7502,28,1.4,50.8,25.92,"M","Analfabeto","Biológicas","não",0,2580.27,0,2
"7503",7503,34,1.48,54.32,24.8,"F","1º Grau","Exatas","sim",1,2931.94,0,1
"7504",7504,28,1.4,51.17,26.11,"F","3º Grau","Exatas","sim",1,2617.08,2,1
"7505",7505,32,1.46,53.31,25.01,"F","PósDoc","Humanas","sim",1,2830.67,0,0
"7506",7506,33,1.48,54.11,24.7,"F","1º Grau","Biológicas","sim",1,2911.03,0,2
"7507",7507,36,1.52,55.65,24.09,"M","Analfabeto","Biológicas","sim",1,3065.28,2,2
"7508",7508,27,1.39,50.66,26.22,"M","Analfabeto","Humanas","não",0,2566.3,3,0
"7509",7509,43,1.61,59.46,22.94,"M","Doutorado","Exatas","não",0,3445.96,1,1
"7510",7510,32,1.46,53.3,25,"M","1º Grau","Humanas","não",0,2829.75,2,0
"7511",7511,30,1.42,51.99,25.78,"M","3º Grau","Exatas","não",0,2698.55,2,1
"7512",7512,27,1.39,50.44,26.11,"F","Analfabeto","Exatas","não",0,2544.2,1,1
"7513",7513,31,1.45,52.83,25.13,"F","3º Grau","Humanas","não",0,2782.86,3,0
"7514",7514,35,1.5,55.15,24.51,"M","3º Grau","Exatas","não",0,3015.24,2,1
"7515",7515,39,1.56,57.37,23.57,"M","2º Grau","Exatas","sim",1,3236.68,2,1
"7516",7516,40,1.57,57.78,23.44,"F","Analfabeto","Humanas","não",0,3278.2,2,0
"7517",7517,42,1.59,58.77,23.25,"M","2º Grau","Biológicas","não",0,3377,0,2
"7518",7518,41,1.58,58.18,23.31,"M","3º Grau","Biológicas","sim",1,3317.59,0,2
"7519",7519,43,1.61,59.39,22.91,"F","1º Grau","Biológicas","não",0,3439.15,3,2
"7520",7520,32,1.46,53.52,25.11,"F","2º Grau","Exatas","sim",1,2851.51,1,1
"7521",7521,32,1.46,53.53,25.11,"F","Analfabeto","Exatas","não",0,2853.29,0,1
"7522",7522,33,1.48,54.06,24.68,"M","3º Grau","Humanas","não",0,2906.32,3,0
"7523",7523,42,1.6,59.1,23.09,"F","3º Grau","Exatas","sim",1,3410.45,2,1
"7524",7524,32,1.45,53.11,25.26,"F","1º Grau","Humanas","não",0,2811.17,2,0
"7525",7525,37,1.53,56.23,24.02,"M","Doutorado","Biológicas","não",0,3122.91,2,2
"7526",7526,32,1.46,53.38,25.04,"F","PósDoc","Humanas","não",0,2838.11,0,0
"7527",7527,37,1.53,56.32,24.06,"F","2º Grau","Exatas","não",0,3132.08,3,1
"7528",7528,39,1.55,57.12,23.78,"M","Doutorado","Exatas","não",0,3211.58,1,1
"7529",7529,33,1.47,53.85,24.92,"F","Doutorado","Biológicas","sim",1,2884.62,0,2
"7530",7530,25,1.36,49.36,26.69,"M","Analfabeto","Humanas","não",0,2435.87,2,0
"7531",7531,32,1.46,53.25,24.98,"M","1º Grau","Humanas","não",0,2824.6,1,0
"7532",7532,46,1.65,61.03,22.42,"M","2º Grau","Exatas","não",0,3603.09,2,1
"7533",7533,40,1.57,57.98,23.52,"M","3º Grau","Exatas","sim",1,3298.08,2,1
"7534",7534,34,1.49,54.55,24.57,"F","Doutorado","Biológicas","não",0,2954.69,0,2
"7535",7535,38,1.54,56.48,23.82,"F","1º Grau","Humanas","não",0,3147.6,1,0
"7536",7536,32,1.46,53.21,24.96,"F","Doutorado","Humanas","sim",1,2820.61,2,0
"7537",7537,31,1.44,52.78,25.45,"F","3º Grau","Humanas","não",0,2778.08,3,0
"7538",7538,26,1.36,49.58,26.81,"F","3º Grau","Humanas","não",0,2458.13,1,0
"7539",7539,39,1.55,57.17,23.8,"F","1º Grau","Humanas","não",0,3216.53,0,0
"7540",7540,21,1.3,46.9,27.75,"F","Analfabeto","Humanas","sim",1,2190.09,2,0
"7541",7541,28,1.39,50.72,26.25,"M","1º Grau","Exatas","sim",1,2572.47,1,1
"7542",7542,30,1.42,51.9,25.74,"M","3º Grau","Exatas","não",0,2689.57,0,1
"7543",7543,51,1.73,64.14,21.43,"F","3º Grau","Humanas","sim",1,3913.6,3,0
"7544",7544,45,1.64,60.57,22.52,"F","2º Grau","Biológicas","não",0,3556.68,1,2
"7545",7545,31,1.44,52.75,25.44,"M","PósDoc","Exatas","não",0,2775.48,0,1
"7546",7546,27,1.39,50.59,26.18,"M","Analfabeto","Biológicas","não",0,2558.66,2,2
"7547",7547,44,1.63,60.24,22.67,"F","3º Grau","Exatas","não",0,3523.73,3,1
"7548",7548,36,1.52,55.79,24.15,"F","Mestrado","Humanas","não",0,3079.43,3,0
"7549",7549,33,1.47,53.77,24.88,"F","2º Grau","Exatas","sim",1,2877.04,3,1
"7550",7550,35,1.5,55.02,24.45,"F","Analfabeto","Humanas","não",0,3002.32,2,0
"7551",7551,45,1.64,60.55,22.51,"M","Doutorado","Exatas","não",0,3555.01,2,1
"7552",7552,40,1.57,57.7,23.41,"F","3º Grau","Biológicas","não",0,3270.07,3,2
"7553",7553,33,1.47,53.7,24.85,"F","PósDoc","Humanas","não",0,2870.33,2,0
"7554",7554,37,1.53,56.02,23.93,"F","Analfabeto","Biológicas","não",0,3102.22,3,2
"7555",7555,40,1.57,57.68,23.4,"M","1º Grau","Biológicas","sim",1,3267.73,3,2
"7556",7556,41,1.59,58.44,23.12,"F","Analfabeto","Biológicas","sim",1,3343.89,2,2
"7557",7557,26,1.37,49.89,26.58,"M","2º Grau","Biológicas","sim",1,2488.6,2,2
"7558",7558,24,1.34,48.47,26.99,"M","Mestrado","Biológicas","sim",1,2346.5,0,2
"7559",7559,42,1.59,58.73,23.23,"F","1º Grau","Biológicas","sim",1,3373.2,1,2
"7560",7560,29,1.42,51.85,25.71,"M","Mestrado","Biológicas","sim",1,2685.01,1,2
"7561",7561,36,1.52,55.8,24.15,"M","Analfabeto","Humanas","não",0,3079.79,0,0
"7562",7562,36,1.51,55.39,24.29,"F","Mestrado","Exatas","não",0,3038.62,0,1
"7563",7563,25,1.36,49.47,26.75,"M","PósDoc","Biológicas","não",0,2447.48,3,2
"7564",7564,39,1.56,57.51,23.63,"F","Analfabeto","Biológicas","sim",1,3250.99,0,2
"7565",7565,49,1.7,62.97,21.79,"F","2º Grau","Exatas","sim",1,3797.27,3,1
"7566",7566,30,1.42,51.94,25.76,"M","Mestrado","Humanas","sim",1,2694.39,1,0
"7567",7567,31,1.45,52.86,25.14,"F","Analfabeto","Exatas","sim",1,2786.31,2,1
"7568",7568,45,1.65,60.81,22.34,"M","PósDoc","Biológicas","não",0,3580.81,0,2
"7569",7569,32,1.45,53.1,25.26,"F","Mestrado","Humanas","sim",1,2810.41,2,0
"7570",7570,27,1.39,50.4,26.09,"F","Analfabeto","Humanas","sim",1,2540.44,0,0
"7571",7571,45,1.65,60.87,22.36,"F","2º Grau","Exatas","não",0,3586.77,0,1
"7572",7572,28,1.39,50.75,26.27,"F","2º Grau","Humanas","não",0,2574.7,1,0
"7573",7573,42,1.59,58.77,23.25,"F","Analfabeto","Humanas","não",0,3376.72,2,0
"7574",7574,17,1.24,44.63,29.03,"F","1º Grau","Exatas","não",0,1963.18,0,1
"7575",7575,29,1.41,51.45,25.88,"M","3º Grau","Exatas","não",0,2645.48,0,1
"7576",7576,33,1.47,53.92,24.95,"M","PósDoc","Biológicas","não",0,2891.81,2,2
"7577",7577,48,1.69,62.44,21.86,"M","Analfabeto","Humanas","não",0,3743.77,3,0
"7578",7578,32,1.45,53.12,25.27,"F","Doutorado","Humanas","sim",1,2811.86,2,0
"7579",7579,35,1.49,54.76,24.67,"F","Analfabeto","Biológicas","sim",1,2976.45,2,2
"7580",7580,33,1.47,53.68,24.84,"M","Mestrado","Biológicas","não",0,2868.04,2,2
"7581",7581,31,1.44,52.77,25.45,"F","Analfabeto","Exatas","não",0,2777.38,3,1
"7582",7582,25,1.35,49.02,26.9,"F","2º Grau","Exatas","sim",1,2402.31,2,1
"7583",7583,35,1.49,54.73,24.65,"F","Analfabeto","Biológicas","não",0,2972.61,2,2
"7584",7584,25,1.36,49.46,26.74,"M","1º Grau","Exatas","não",0,2446.22,3,1
"7585",7585,24,1.34,48.49,27,"M","Analfabeto","Biológicas","não",0,2349.06,0,2
"7586",7586,29,1.41,51.57,25.94,"M","2º Grau","Humanas","não",0,2656.79,0,0
"7587",7587,36,1.51,55.58,24.38,"F","Doutorado","Biológicas","sim",1,3057.97,1,2
"7588",7588,35,1.5,54.93,24.41,"M","1º Grau","Biológicas","não",0,2993.37,0,2
"7589",7589,31,1.44,52.74,25.43,"M","2º Grau","Biológicas","sim",1,2773.81,3,2
"7590",7590,44,1.63,60.25,22.68,"F","Doutorado","Biológicas","não",0,3525.21,0,2
"7591",7591,44,1.64,60.42,22.46,"F","Analfabeto","Humanas","sim",1,3541.58,0,0
"7592",7592,41,1.59,58.65,23.2,"F","2º Grau","Biológicas","não",0,3364.7,0,2
"7593",7593,35,1.5,55.1,24.49,"F","Mestrado","Exatas","sim",1,3010.46,1,1
"7594",7594,41,1.58,58.29,23.35,"F","Analfabeto","Humanas","não",0,3328.84,3,0
"7595",7595,41,1.59,58.56,23.16,"F","1º Grau","Biológicas","não",0,3355.52,1,2
"7596",7596,50,1.71,63.48,21.71,"M","PósDoc","Exatas","não",0,3848.07,3,1
"7597",7597,37,1.53,56.02,23.93,"M","Analfabeto","Humanas","não",0,3101.91,1,0
"7598",7598,38,1.54,56.55,23.84,"F","2º Grau","Humanas","não",0,3154.83,2,0
"7599",7599,25,1.35,49.03,26.9,"F","1º Grau","Biológicas","não",0,2402.55,2,2
"7600",7600,34,1.48,54.16,24.73,"M","2º Grau","Exatas","não",0,2915.54,2,1
"7601",7601,44,1.64,60.4,22.46,"F","3º Grau","Humanas","não",0,3540.17,0,0
"7602",7602,35,1.51,55.26,24.24,"F","1º Grau","Biológicas","não",0,3026.02,2,2
"7603",7603,37,1.53,56.36,24.08,"F","Analfabeto","Biológicas","sim",1,3136.28,1,2
"7604",7604,25,1.35,49.18,26.98,"M","Mestrado","Humanas","sim",1,2417.53,3,0
"7605",7605,26,1.37,49.94,26.61,"M","Doutorado","Exatas","não",0,2494.44,3,1
"7606",7606,35,1.5,55.1,24.49,"F","PósDoc","Humanas","sim",1,3009.65,1,0
"7607",7607,35,1.51,55.21,24.21,"M","1º Grau","Biológicas","não",0,3021.48,1,2
